trip_id,start_time,end_time,headway_secs,exact_times
weekday_U3000_U300002_0,05:00:00,05:40:00,600,0
weekday_U3000_U300002_1,05:45:00,08:00:00,300,0
weekday_U3000_U300002_2,08:07:00,09:10:00,420,0
weekday_U3000_U300002_3,09:20:00,14:30:00,600,0
weekday_U3000_U300002_4,14:37:00,16:01:00,420,0
weekday_U3000_U300002_5,16:05:00,18:00:00,300,0
weekday_U3000_U300002_6,18:10:00,22:00:00,600,0
weekday_U3000_U300002_7,22:15:00,22:30:00,900,0
weekend_U3000_U300002_0,05:20:00,05:50:00,900,0
weekend_U3000_U300002_1,06:00:00,09:00:00,600,0
weekend_U3000_U300002_2,09:12:00,10:00:00,720,0
weekend_U3000_U300002_3,10:15:00,15:30:00,900,0
weekend_U3000_U300002_4,15:40:00,17:00:00,600,0
weekend_U3000_U300002_5,17:15:00,18:00:00,900,0
weekend_U3000_U300002_6,18:10:00,19:00:00,600,0
weekend_U3000_U300002_7,19:15:00,21:00:00,900,0
weekend_U3000_U300002_8,21:10:00,22:00:00,600,0
weekend_U3000_U300002_9,22:15:00,22:30:00,900,0
weekday_U5900_U590002_0,05:30:00,07:00:00,600,0
weekday_U5900_U590002_1,07:15:00,08:00:00,900,0
weekday_U5900_U590002_2,08:10:00,08:30:00,600,0
weekday_U5900_U590002_3,08:50:00,10:50:00,1200,0
weekday_U5900_U590002_4,11:20:00,11:40:00,1200,0
weekday_U5900_U590002_5,11:50:00,12:50:00,1200,0
weekday_U5900_U590002_6,13:00:00,14:40:00,600,0
weekday_U5900_U590002_7,15:00:00,16:00:00,1200,0
weekday_U5900_U590002_8,16:30:00,17:30:00,1200,0
weekday_U5900_U590002_9,18:00:00,19:20:00,1200,0
weekday_U5900_U590002_10,19:50:00,20:50:00,1200,0
weekday_U5900_U590002_11,21:20:00,22:40:00,1200,0
weekend_U5900_U590002_0,05:30:00,06:00:00,900,0
weekend_U5900_U590002_1,06:20:00,07:00:00,1200,0
weekend_U5900_U590002_2,07:30:00,08:00:00,1800,0
weekend_U5900_U590002_3,08:25:00,08:50:00,1500,0
weekend_U5900_U590002_4,09:20:00,11:20:00,1800,0
weekend_U5900_U590002_5,11:45:00,12:10:00,1500,0
weekend_U5900_U590002_6,12:40:00,14:40:00,1800,0
weekend_U5900_U590002_7,15:05:00,15:30:00,1500,0
weekend_U5900_U590002_8,16:00:00,18:00:00,1800,0
weekend_U5900_U590002_9,18:25:00,18:50:00,1500,0
weekend_U5900_U590002_10,19:20:00,21:20:00,1800,0
weekend_U5900_U590002_11,21:45:00,22:10:00,1500,0
weekend_U5900_U590002_12,22:40:00,22:43:00,1800,0
weekend_U7830_U783002_0,06:00:00,07:00:00,1200,0
weekend_U7830_U783002_1,07:30:00,10:00:00,1800,0
weekend_U7830_U783002_2,10:40:00,22:40:00,2400,0
weekend_U7830_U783002_3,23:30:00,23:33:00,3000,0
weekday_U7830_U783002_0,06:00:00,07:00:00,1200,0
weekday_U7830_U783002_1,07:30:00,10:00:00,1800,0
weekday_U7830_U783002_2,10:40:00,22:40:00,2400,0
weekday_U7830_U783002_3,23:30:00,23:33:00,3000,0
weekend_T7900_T790002_0,06:00:00,06:30:00,1800,0
weekend_T7900_T790001_0,06:30:00,07:00:00,1800,0
weekend_T7900_T790002_1,07:00:00,08:30:00,1800,0
weekend_T7900_T790001_1,07:32:00,09:02:00,1800,0
weekend_T7900_T790002_2,09:00:00,10:00:00,1800,0
weekend_T7900_T790001_2,09:37:00,10:37:00,1800,0
weekend_T7900_T790002_3,10:40:00,20:40:00,2400,0
weekend_T7900_T790001_3,11:17:00,21:17:00,2400,0
weekend_T7900_T790002_4,21:20:00,22:00:00,2400,0
weekend_T7900_T790001_4,21:50:00,22:27:00,2400,0
weekend_T7900_T790002_5,22:40:00,23:30:00,3000,0
weekend_T7900_T790001_5,23:07:00,23:10:00,3000,0
weekday_T7900_T790002_0,06:00:00,06:30:00,1800,0
weekday_T7900_T790001_0,06:30:00,07:00:00,1800,0
weekday_T7900_T790002_1,07:00:00,08:30:00,1800,0
weekday_T7900_T790001_1,07:32:00,09:02:00,1800,0
weekday_T7900_T790002_2,09:00:00,10:00:00,1800,0
weekday_T7900_T790001_2,09:37:00,10:37:00,1800,0
weekday_T7900_T790002_3,10:40:00,20:40:00,2400,0
weekday_T7900_T790001_3,11:17:00,21:17:00,2400,0
weekday_T7900_T790002_4,21:20:00,22:00:00,2400,0
weekday_T7900_T790001_4,21:50:00,22:27:00,2400,0
weekday_T7900_T790002_5,22:40:00,23:30:00,3000,0
weekday_T7900_T790001_5,23:07:00,23:10:00,3000,0
weekend_T8500_T850002_0,06:00:00,10:00:00,1200,0
weekend_T8500_T850002_1,10:25:00,12:30:00,1500,0
weekend_T8500_T850002_2,13:00:00,14:00:00,1800,0
weekend_T8500_T850002_3,14:25:00,16:30:00,1500,0
weekend_T8500_T850002_4,17:00:00,18:00:00,1800,0
weekend_T8500_T850002_5,18:40:00,20:00:00,2400,0
weekend_T8500_T850002_6,20:30:00,23:30:00,1800,0
weekday_T8500_T850002_0,06:00:00,10:00:00,1200,0
weekday_T8500_T850002_1,10:25:00,12:30:00,1500,0
weekday_T8500_T850002_2,13:00:00,14:00:00,1800,0
weekday_T8500_T850002_3,14:25:00,16:30:00,1500,0
weekday_T8500_T850002_4,17:00:00,18:00:00,1800,0
weekday_T8500_T850002_5,18:40:00,20:00:00,2400,0
weekday_T8500_T850002_6,20:30:00,23:30:00,1800,0
weekday_S0060_S006002_0,06:00:00,07:00:00,3600,0
weekday_S0060_S006002_1,08:30:00,12:00:00,12600,0
weekday_S0060_S006002_2,13:00:00,15:00:00,7200,0
weekday_S0060_S006002_3,18:00:00,19:00:00,3600,0
weekend_S0060_S006002_0,06:00:00,07:00:00,3600,0
weekend_S0060_S006002_1,08:30:00,12:00:00,12600,0
weekend_S0060_S006002_2,13:00:00,15:00:00,7200,0
weekend_S0060_S006002_3,18:00:00,19:00:00,3600,0
weekday_P0060_P006002_0,06:00:00,07:00:00,1200,0
weekday_P0060_P006002_1,07:30:00,16:00:00,1800,0
weekday_P0060_P006002_2,16:35:00,19:30:00,2100,0
weekday_P0060_P006002_3,20:00:00,21:00:00,1800,0
weekend_P0060_P006002_0,06:00:00,10:30:00,2700,0
weekend_P0060_P006002_1,11:20:00,15:30:00,3000,0
weekend_P0060_P006002_2,16:15:00,18:30:00,2700,0
weekend_P0060_P006002_3,19:20:00,21:00:00,3000,0
weekday_S4020_S402002_0,06:00:00,07:00:00,900,0
weekday_S4020_S402002_1,07:20:00,17:00:00,1200,0
weekday_S4020_S402002_2,17:25:00,22:00:00,1500,0
weekend_S4020_S402002_0,06:00:00,07:00:00,900,0
weekend_S4020_S402002_1,07:20:00,17:00:00,1200,0
weekend_S4020_S402002_2,17:25:00,22:00:00,1500,0
weekend_T1208_T120802_0,06:00:00,18:00:00,3600,0
weekday_T1208_T120802_0,06:00:00,18:00:00,3600,0
weekday_T6050_T605002_0,06:00:00,20:00:00,1200,0
weekday_T6050_T605002_1,20:30:00,23:00:00,1800,0
weekend_T6050_T605002_0,06:00:00,20:00:00,1200,0
weekend_T6050_T605002_1,20:30:00,23:00:00,1800,0
weekday_U2018_U201802_0,05:50:00,19:15:00,2100,0
weekday_U2018_U201802_1,20:00:00,22:00:00,3600,0
weekend_U2018_U201802_0,05:50:00,07:50:00,2400,0
weekend_U2018_U201802_1,08:35:00,17:35:00,2700,0
weekend_U2018_U201802_2,18:30:00,22:00:00,4200,0
weekday_U7510_U751002_0,05:45:00,06:00:00,900,0
weekday_U7510_U751001_0,06:45:00,07:11:00,900,0
weekday_U7510_U751002_1,06:15:00,06:30:00,900,0
weekday_U7510_U751001_1,07:31:00,07:50:00,900,0
weekday_U7510_U751002_2,06:45:00,08:45:00,900,0
weekday_U7510_U751001_2,08:26:00,10:26:00,900,0
weekday_U7510_U751002_3,09:00:00,09:45:00,900,0
weekday_U7510_U751001_3,10:31:00,11:16:00,900,0
weekday_U7510_U751002_4,10:00:00,14:45:00,900,0
weekday_U7510_U751001_4,11:26:00,16:11:00,900,0
weekday_U7510_U751002_5,15:00:00,16:00:00,900,0
weekday_U7510_U751001_5,16:31:00,17:31:00,900,0
weekday_U7510_U751002_6,16:20:00,19:00:00,1200,0
weekday_U7510_U751001_6,17:51:00,20:31:00,1200,0
weekday_U7510_U751002_7,19:20:00,19:40:00,1200,0
weekday_U7510_U751001_7,20:41:00,21:01:00,1200,0
weekday_U7510_U751002_8,20:00:00,20:20:00,1200,0
weekday_U7510_U751001_8,21:11:00,21:21:00,1200,0
weekday_U7510_U751002_9,20:40:00,21:00:00,1200,0
weekday_U7510_U751001_9,21:41:00,22:05:00,1200,0
weekday_U7510_U751002_10,21:20:00,22:00:00,1200,0
weekday_U7510_U751001_10,22:25:00,23:05:00,1200,0
weekday_U7510_U751002_11,22:30:00,22:33:00,1800,0
weekday_U7510_U751001_11,23:35:00,23:38:00,1800,0
weekday_U7510_U751001_12,06:00:00,06:20:00,1200,0
weekend_U7510_U751002_0,06:00:00,06:20:00,1200,0
weekend_U7510_U751001_0,07:01:00,07:20:00,1200,0
weekend_U7510_U751002_1,06:40:00,08:00:00,1200,0
weekend_U7510_U751001_1,08:01:00,09:21:00,1200,0
weekend_U7510_U751002_2,08:25:00,10:30:00,1500,0
weekend_U7510_U751001_2,09:46:00,11:51:00,1500,0
weekend_U7510_U751002_3,11:00:00,16:00:00,1800,0
weekend_U7510_U751001_3,12:21:00,17:21:00,1800,0
weekend_U7510_U751002_4,16:25:00,18:30:00,1500,0
weekend_U7510_U751001_4,17:46:00,19:51:00,1500,0
weekend_U7510_U751002_5,19:00:00,19:30:00,1800,0
weekend_U7510_U751001_5,20:21:00,20:51:00,1800,0
weekend_U7510_U751002_6,20:00:00,22:00:00,1800,0
weekend_U7510_U751001_6,21:01:00,23:01:00,1800,0
weekend_U7510_U751002_7,22:30:00,22:33:00,1800,0
weekend_U7510_U751001_7,23:35:00,23:38:00,1800,0
weekend_U7510_U751001_8,06:10:00,06:40:00,1800,0
weekday_U7700_U770002_0,06:00:00,07:40:00,1500,0
weekday_U7700_U770001_0,07:16:00,08:56:00,1500,0
weekday_U7700_U770002_1,08:05:00,18:00:00,2100,0
weekday_U7700_U770001_1,09:31:00,19:26:00,2100,0
weekday_U7700_U770002_2,18:40:00,19:20:00,2400,0
weekday_U7700_U770001_2,20:06:00,20:26:00,2400,0
weekday_U7700_U770002_3,20:00:00,20:40:00,2400,0
weekday_U7700_U770001_3,21:06:00,21:41:00,2400,0
weekday_U7700_U770002_4,21:20:00,22:00:00,2400,0
weekday_U7700_U770001_4,22:21:00,23:01:00,2400,0
weekday_U7700_U770002_5,22:30:00,22:33:00,1800,0
weekday_U7700_U770001_5,23:31:00,23:34:00,1800,0
weekday_U7700_U770001_6,06:20:00,07:00:00,3600,0
weekend_U7700_U770002_0,06:00:00,06:40:00,2400,0
weekend_U7700_U770001_0,07:05:00,07:45:00,2400,0
weekend_U7700_U770002_1,07:20:00,08:00:00,2400,0
weekend_U7700_U770001_1,08:30:00,09:10:00,2400,0
weekend_U7700_U770002_2,08:50:00,09:20:00,1800,0
weekend_U7700_U770001_2,10:00:00,10:30:00,1800,0
weekend_U7700_U770002_3,10:00:00,10:45:00,2700,0
weekend_U7700_U770001_3,11:10:00,12:00:00,2700,0
weekend_U7700_U770002_4,11:30:00,12:15:00,2700,0
weekend_U7700_U770001_4,12:45:00,13:30:00,2700,0
weekend_U7700_U770002_5,13:00:00,14:00:00,1800,0
weekend_U7700_U770001_5,14:20:00,15:20:00,1800,0
weekend_U7700_U770002_6,14:50:00,16:30:00,3000,0
weekend_U7700_U770001_6,16:10:00,17:50:00,3000,0
weekend_U7700_U770002_7,17:00:00,18:00:00,3600,0
weekend_U7700_U770001_7,18:20:00,19:20:00,3600,0
weekend_U7700_U770002_8,19:15:00,20:15:00,3600,0
weekend_U7700_U770001_8,20:25:00,21:25:00,3600,0
weekend_U7700_U770002_9,21:00:00,21:45:00,2700,0
weekend_U7700_U770001_9,22:05:00,22:50:00,2700,0
weekend_U7700_U770002_10,22:30:00,22:33:00,2700,0
weekend_U7700_U770001_10,23:30:00,23:33:00,2700,0
weekend_U7700_U770001_11,06:20:00,06:23:00,2700,0
weekday_S3030_S303002_0,06:15:00,07:45:00,5400,0
weekday_S3030_S303002_1,09:10:00,20:30:00,5100,0
weekend_S3030_S303002_0,06:15:00,07:45:00,5400,0
weekend_S3030_S303002_1,09:10:00,20:30:00,5100,0
weekday_U7828_U782802_0,06:00:00,06:50:00,3000,0
weekday_U7828_U782801_0,06:31:00,07:26:00,3000,0
weekday_U7828_U782802_1,07:40:00,19:20:00,3000,0
weekday_U7828_U782801_1,08:16:00,19:56:00,3000,0
weekday_U7828_U782802_2,21:00:00,22:30:00,5400,0
weekday_U7828_U782801_2,21:36:00,23:06:00,5400,0
weekend_U7828_U782802_0,06:00:00,07:20:00,4800,0
weekend_U7828_U782801_0,06:31:00,07:56:00,4800,0
weekend_U7828_U782802_1,09:00:00,19:00:00,6000,0
weekend_U7828_U782801_1,09:36:00,19:36:00,6000,0
weekend_U7828_U782802_2,20:40:00,22:30:00,6600,0
weekend_U7828_U782801_2,21:16:00,23:01:00,6600,0
weekday_U6418_U641802_0,05:30:00,07:10:00,1200,0
weekday_U6418_U641802_1,07:40:00,08:10:00,1800,0
weekday_U6418_U641802_2,08:30:00,09:10:00,1200,0
weekday_U6418_U641802_3,09:40:00,10:10:00,1800,0
weekday_U6418_U641802_4,10:30:00,11:10:00,1200,0
weekday_U6418_U641802_5,11:40:00,12:10:00,1800,0
weekday_U6418_U641802_6,12:30:00,13:10:00,1200,0
weekday_U6418_U641802_7,13:40:00,15:10:00,1800,0
weekday_U6418_U641802_8,15:45:00,21:05:00,2400,0
weekday_U6418_U641802_9,21:40:00,23:00:00,2400,0
weekend_U6418_U641802_0,05:30:00,07:35:00,1500,0
weekend_U6418_U641802_1,08:10:00,14:10:00,1800,0
weekend_U6418_U641802_2,14:50:00,22:10:00,2400,0
weekend_U6418_U641802_3,23:00:00,23:03:00,3000,0
weekday_S4070_S407002_0,06:00:00,07:00:00,900,0
weekday_S4070_S407002_1,07:20:00,10:00:00,1200,0
weekday_S4070_S407002_2,10:15:00,16:00:00,900,0
weekday_S4070_S407002_3,16:20:00,22:00:00,1200,0
weekend_S4070_S407002_0,06:00:00,07:00:00,900,0
weekend_S4070_S407002_1,07:20:00,10:00:00,1200,0
weekend_S4070_S407002_2,10:15:00,16:00:00,900,0
weekend_S4070_S407002_3,16:20:00,22:00:00,1200,0
weekday_T7870_T787002_0,06:00:00,10:00:00,1800,0
weekday_T7870_T787002_1,10:40:00,14:40:00,2400,0
weekday_T7870_T787002_2,15:00:00,17:00:00,1800,0
weekday_T7870_T787002_3,17:40:00,21:00:00,2400,0
weekday_T7870_T787002_4,21:30:00,23:30:00,1800,0
weekend_T7870_T787002_0,06:00:00,10:00:00,1800,0
weekend_T7870_T787002_1,10:40:00,14:40:00,2400,0
weekend_T7870_T787002_2,15:00:00,17:00:00,1800,0
weekend_T7870_T787002_3,17:40:00,21:00:00,2400,0
weekend_T7870_T787002_4,21:30:00,23:30:00,1800,0
weekend_T7880_T788002_0,06:00:00,07:00:00,3600,0
weekend_T7880_T788001_0,06:07:00,07:07:00,3600,0
weekend_T7880_T788002_1,07:20:00,10:00:00,1200,0
weekend_T7880_T788001_1,07:27:00,10:07:00,1200,0
weekend_T7880_T788002_2,10:30:00,16:30:00,1800,0
weekend_T7880_T788001_2,10:37:00,16:37:00,1800,0
weekend_T7880_T788002_3,17:00:00,20:00:00,1800,0
weekend_T7880_T788001_3,17:15:00,20:15:00,1800,0
weekend_T7880_T788002_4,20:30:00,23:30:00,1800,0
weekend_T7880_T788001_4,20:37:00,23:37:00,1800,0
weekday_T7880_T788002_0,06:00:00,07:00:00,3600,0
weekday_T7880_T788001_0,06:07:00,07:07:00,3600,0
weekday_T7880_T788002_1,07:20:00,10:00:00,1200,0
weekday_T7880_T788001_1,07:27:00,10:07:00,1200,0
weekday_T7880_T788002_2,10:30:00,16:30:00,1800,0
weekday_T7880_T788001_2,10:37:00,16:37:00,1800,0
weekday_T7880_T788002_3,17:00:00,20:00:00,1800,0
weekday_T7880_T788001_3,17:15:00,20:15:00,1800,0
weekday_T7880_T788002_4,20:30:00,23:30:00,1800,0
weekday_T7880_T788001_4,20:37:00,23:37:00,1800,0
weekday_T3018_T301802_0,05:30:00,06:00:00,1800,0
weekday_T3018_T301801_0,05:57:00,06:27:00,1800,0
weekday_T3018_T301802_1,06:30:00,07:00:00,1800,0
weekday_T3018_T301801_1,07:02:00,07:32:00,1800,0
weekday_T3018_T301802_2,07:30:00,09:00:00,1800,0
weekday_T3018_T301801_2,08:07:00,09:37:00,1800,0
weekday_T3018_T301802_3,09:40:00,17:00:00,2400,0
weekday_T3018_T301801_3,10:17:00,17:37:00,2400,0
weekday_T3018_T301802_4,17:30:00,19:00:00,1800,0
weekday_T3018_T301801_4,18:07:00,19:37:00,1800,0
weekday_T3018_T301802_5,19:40:00,20:20:00,2400,0
weekday_T3018_T301801_5,20:17:00,21:00:00,2400,0
weekday_T3018_T301802_6,21:00:00,22:20:00,2400,0
weekday_T3018_T301801_6,21:40:00,23:00:00,2400,0
weekday_T3018_T301802_7,23:00:00,23:03:00,2400,0
weekday_T3018_T301801_7,23:35:00,23:38:00,2400,0
weekend_T3018_T301802_0,05:30:00,06:00:00,1800,0
weekend_T3018_T301801_0,05:57:00,06:27:00,1800,0
weekend_T3018_T301802_1,06:30:00,07:00:00,1800,0
weekend_T3018_T301801_1,07:02:00,07:32:00,1800,0
weekend_T3018_T301802_2,07:30:00,09:00:00,1800,0
weekend_T3018_T301801_2,08:07:00,09:37:00,1800,0
weekend_T3018_T301802_3,09:40:00,17:00:00,2400,0
weekend_T3018_T301801_3,10:17:00,17:37:00,2400,0
weekend_T3018_T301802_4,17:30:00,19:00:00,1800,0
weekend_T3018_T301801_4,18:07:00,19:37:00,1800,0
weekend_T3018_T301802_5,19:40:00,20:20:00,2400,0
weekend_T3018_T301801_5,20:17:00,21:00:00,2400,0
weekend_T3018_T301802_6,21:00:00,22:20:00,2400,0
weekend_T3018_T301801_6,21:40:00,23:00:00,2400,0
weekend_T3018_T301802_7,23:00:00,23:03:00,2400,0
weekend_T3018_T301801_7,23:35:00,23:38:00,2400,0
